Order_Id,Type,Order_Date(DateOrders),Shipping_Date(DateOrders),Product_Category_Id,Order_Item_Quantity,Order_Item_Discount_Rate,Order_Region,Customer_Country,Customer_Segment,Product_Name,Unit_Price,Total Amount
75781,Payment,01-01-2025,13-01-2025,73,1,0.01,Oceania,Puerto Rico,Consumer,Coffee Maker,39.99,39.5901
75780,Transfer,01-01-2025,17-01-2025,73,1,0.02,Oceania,EE. UU.,Consumer,Coffee Maker,39.99,39.1902
75779,Debit,01-01-2025,16-01-2025,73,1,0.029999999,Oceania,Puerto Rico,Consumer,Coffee Maker,39.99,38.79030004
75778,Debit,01-01-2025,15-01-2025,73,1,0.039999999,Eastern Asia,EE. UU.,Home Office,Coffee Maker,39.99,38.39040004
75777,Debit,01-01-2025,14-01-2025,73,1,0.050000001,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,37.99049996
75776,Debit,01-01-2025,13-01-2025,73,1,0.059999999,Southeast Asia,Puerto Rico,Corporate,Coffee Maker,39.99,37.59060004
75775,Debit,01-01-2025,13-01-2025,73,1,0.07,Eastern Asia,EE. UU.,Corporate,Coffee Maker,39.99,37.1907
75774,Debit,01-01-2025,13-01-2025,73,1,0.090000004,Eastern Asia,Puerto Rico,Corporate,Coffee Maker,39.99,36.39089984
75773,Cash,01-01-2025,13-01-2025,73,1,0.100000001,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,35.99099996
75772,Payment,01-01-2025,13-01-2025,73,1,0.119999997,Oceania,EE. UU.,Consumer,Coffee Maker,39.99,35.19120012
75771,Transfer,01-01-2025,01-01-2025,73,1,0.129999995,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,34.7913002
75770,Transfer,01-01-2025,17-01-2025,73,1,0.150000006,Oceania,Puerto Rico,Consumer,Coffee Maker,39.99,33.99149976
75769,Debit,01-01-2025,16-01-2025,73,1,0.159999996,Oceania,EE. UU.,Consumer,Coffee Maker,39.99,33.59160016
75768,Debit,01-01-2025,15-01-2025,73,1,0.170000002,South Asia,EE. UU.,Consumer,Coffee Maker,39.99,33.19169992
75767,Transfer,01-01-2025,14-01-2025,73,1,0.180000007,South Asia,Puerto Rico,Consumer,Coffee Maker,39.99,32.79179972
75106,Debit,01-01-2025,01-03-2025,68,1,0.059999999,Eastern Asia,EE. UU.,Corporate,Coffee Maker,39.99,37.59060004
75116,Debit,01-01-2025,01-03-2025,68,1,0.170000002,Southeast Asia,EE. UU.,Corporate,Coffee Maker,39.99,33.19169992
75144,Debit,01-01-2025,01-03-2025,68,1,0.039999999,Eastern Asia,Puerto Rico,Consumer,Coffee Maker,39.99,38.39040004
75131,Debit,01-01-2025,01-03-2025,68,1,0.25,South Asia,Puerto Rico,Consumer,Coffee Maker,39.99,29.9925
75149,Debit,01-01-2025,01-03-2025,68,1,0.25,Southeast Asia,Puerto Rico,Consumer,Coffee Maker,39.99,29.9925
75122,Debit,01-01-2025,01-04-2025,68,1,0.090000004,South Asia,EE. UU.,Corporate,Coffee Maker,39.99,36.39089984
75098,Transfer,01-01-2025,01-05-2025,68,1,0.170000002,Oceania,Puerto Rico,Home Office,Coffee Maker,39.99,33.19169992
75123,Cash,01-01-2025,01-03-2025,68,1,0.07,Oceania,EE. UU.,Corporate,Coffee Maker,39.99,37.1907
75104,Debit,01-01-2025,01-03-2025,68,1,0.090000004,Oceania,Puerto Rico,Consumer,Coffee Maker,39.99,36.39089984
75095,Debit,01-01-2025,01-02-2025,68,1,0.25,Oceania,Puerto Rico,Consumer,Coffee Maker,39.99,29.9925
75112,Cash,01-01-2025,01-04-2025,68,1,0,Southeast Asia,EE. UU.,Corporate,Coffee Maker,39.99,39.99
75124,Debit,01-01-2025,01-03-2025,68,1,0.059999999,South Asia,EE. UU.,Corporate,Coffee Maker,39.99,37.59060004
75083,Debit,01-01-2025,01-03-2025,67,1,0.150000006,Southeast Asia,EE. UU.,Corporate,Coffee Maker,39.99,33.99149976
75085,Debit,01-01-2025,01-03-2025,67,1,0.119999997,Oceania,EE. UU.,Corporate,Coffee Maker,39.99,35.19120012
75088,Debit,01-01-2025,01-03-2025,67,1,0.07,Eastern Asia,Puerto Rico,Corporate,Coffee Maker,39.99,37.1907
75136,Payment,01-01-2025,01-02-2025,68,1,0.150000006,Eastern Asia,EE. UU.,Corporate,Coffee Maker,39.99,33.99149976
75094,Cash,01-01-2025,01-03-2025,68,1,0,Oceania,EE. UU.,Consumer,Coffee Maker,39.99,39.99
75143,Payment,01-01-2025,01-05-2025,68,1,0.050000001,Oceania,EE. UU.,Consumer,Coffee Maker,39.99,37.99049996
75119,Debit,01-01-2025,01-03-2025,68,1,0.129999995,Southeast Asia,Puerto Rico,Corporate,Coffee Maker,39.99,34.7913002
75134,Debit,01-01-2025,01-03-2025,68,1,0.170000002,South Asia,Puerto Rico,Corporate,Coffee Maker,39.99,33.19169992
75107,Debit,01-01-2025,01-04-2025,68,1,0.050000001,Eastern Asia,Puerto Rico,Corporate,Coffee Maker,39.99,37.99049996
75086,Debit,01-01-2025,01-03-2025,67,1,0.100000001,Oceania,EE. UU.,Consumer,Coffee Maker,39.99,35.99099996
75120,Payment,01-01-2025,01-02-2025,68,1,0.119999997,Southeast Asia,EE. UU.,Corporate,Coffee Maker,39.99,35.19120012
75135,Payment,01-01-2025,01-02-2025,68,1,0.159999996,Eastern Asia,EE. UU.,Corporate,Coffee Maker,39.99,33.59160016
75145,Debit,01-01-2025,01-02-2025,68,1,0.029999999,Eastern Asia,EE. UU.,Corporate,Coffee Maker,39.99,38.79030004
75096,Cash,01-01-2025,01-03-2025,68,1,0.200000003,Oceania,EE. UU.,Home Office,Coffee Maker,39.99,31.99199988
75146,Debit,01-01-2025,01-03-2025,68,1,0.02,Eastern Asia,EE. UU.,Consumer,Coffee Maker,39.99,39.1902
75139,Debit,01-01-2025,01-03-2025,68,1,0.100000001,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,35.99099996
75118,Transfer,01-01-2025,01-05-2025,68,1,0.150000006,Southeast Asia,EE. UU.,Corporate,Coffee Maker,39.99,33.99149976
75132,Payment,01-01-2025,01-04-2025,68,1,0.200000003,South Asia,EE. UU.,Consumer,Coffee Maker,39.99,31.99199988
75121,Payment,01-01-2025,01-03-2025,68,1,0.100000001,South Asia,Puerto Rico,Corporate,Coffee Maker,39.99,35.99099996
75084,Transfer,01-01-2025,01-03-2025,67,1,0.129999995,Southeast Asia,Puerto Rico,Corporate,Coffee Maker,39.99,34.7913002
75133,Debit,01-01-2025,01-05-2025,68,1,0.180000007,South Asia,EE. UU.,Consumer,Coffee Maker,39.99,32.79179972
75100,Debit,01-01-2025,01-02-2025,68,1,0.150000006,Oceania,EE. UU.,Home Office,Coffee Maker,39.99,33.99149976
75099,Debit,01-01-2025,01-03-2025,68,1,0.159999996,Oceania,EE. UU.,Home Office,Coffee Maker,39.99,33.59160016
75097,Debit,01-01-2025,01-04-2025,68,1,0.180000007,Southeast Asia,EE. UU.,Home Office,Coffee Maker,39.99,32.79179972
75130,Transfer,01-01-2025,01-03-2025,68,1,0,South Asia,EE. UU.,Consumer,Coffee Maker,39.99,39.99
75092,Transfer,01-01-2025,01-03-2025,68,1,0.02,Oceania,EE. UU.,Consumer,Coffee Maker,39.99,39.1902
75089,Transfer,01-01-2025,01-03-2025,68,1,0.050000001,South Asia,EE. UU.,Consumer,Coffee Maker,39.99,37.99049996
75087,Transfer,01-01-2025,01-03-2025,67,1,0.090000004,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,36.39089984
75148,Transfer,01-01-2025,01-05-2025,68,1,0,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,39.99
75093,Transfer,01-01-2025,01-05-2025,68,1,0.01,Oceania,EE. UU.,Consumer,Coffee Maker,39.99,39.5901
75090,Transfer,01-01-2025,01-02-2025,68,1,0.039999999,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,38.39040004
75141,Transfer,01-01-2025,01-03-2025,68,1,0.07,Oceania,EE. UU.,Consumer,Coffee Maker,39.99,37.1907
75117,Transfer,01-01-2025,01-04-2025,68,1,0.159999996,Southeast Asia,Puerto Rico,Corporate,Coffee Maker,39.99,33.59160016
75140,Payment,01-01-2025,01-02-2025,68,1,0.090000004,Oceania,Puerto Rico,Consumer,Coffee Maker,39.99,36.39089984
75138,Payment,01-01-2025,01-05-2025,68,1,0.119999997,Southeast Asia,Puerto Rico,Consumer,Coffee Maker,39.99,35.19120012
75110,Transfer,01-01-2025,01-02-2025,68,1,0.02,Eastern Asia,EE. UU.,Consumer,Coffee Maker,39.99,39.1902
75125,Cash,01-01-2025,01-03-2025,68,1,0.050000001,South Asia,Puerto Rico,Home Office,Coffee Maker,39.99,37.99049996
75102,Debit,01-01-2025,01-03-2025,68,1,0.119999997,Oceania,Puerto Rico,Home Office,Coffee Maker,39.99,35.19120012
75109,Debit,01-01-2025,01-03-2025,68,1,0.029999999,Southeast Asia,Puerto Rico,Home Office,Coffee Maker,39.99,38.79030004
75082,Transfer,01-01-2025,01-03-2025,67,1,0.159999996,Eastern Asia,Puerto Rico,Consumer,Coffee Maker,39.99,33.59160016
75147,Transfer,01-01-2025,01-04-2025,68,1,0.01,Eastern Asia,Puerto Rico,Consumer,Coffee Maker,39.99,39.5901
75113,Transfer,01-01-2025,01-05-2025,68,1,0.25,Eastern Asia,Puerto Rico,Consumer,Coffee Maker,39.99,29.9925
75111,Transfer,01-01-2025,01-03-2025,68,1,0.01,Southeast Asia,Puerto Rico,Consumer,Coffee Maker,39.99,39.5901
75115,Transfer,01-01-2025,01-02-2025,68,1,0.180000007,Eastern Asia,Puerto Rico,Consumer,Coffee Maker,39.99,32.79179972
75108,Debit,01-01-2025,01-05-2025,68,1,0.039999999,Oceania,EE. UU.,Home Office,Coffee Maker,39.99,38.39040004
75114,Debit,01-01-2025,01-03-2025,68,1,0.200000003,Eastern Asia,EE. UU.,Home Office,Coffee Maker,39.99,31.99199988
75126,Payment,01-01-2025,01-03-2025,68,1,0.039999999,South Asia,EE. UU.,Home Office,Coffee Maker,39.99,38.39040004
75137,Payment,01-01-2025,01-03-2025,68,1,0.129999995,Southeast Asia,EE. UU.,Home Office,Coffee Maker,39.99,34.7913002
75105,Payment,01-01-2025,01-02-2025,68,1,0.07,Southeast Asia,EE. UU.,Home Office,Coffee Maker,39.99,37.1907
75127,Transfer,01-01-2025,01-03-2025,68,1,0.029999999,South Asia,EE. UU.,Home Office,Coffee Maker,39.99,38.79030004
75103,Transfer,01-01-2025,01-05-2025,68,1,0.100000001,Oceania,EE. UU.,Home Office,Coffee Maker,39.99,35.99099996
75101,Transfer,01-01-2025,01-03-2025,68,1,0.129999995,Oceania,EE. UU.,Home Office,Coffee Maker,39.99,34.7913002
75128,Transfer,01-01-2025,01-05-2025,68,1,0.02,South Asia,EE. UU.,Home Office,Coffee Maker,39.99,39.1902
75142,Cash,01-01-2025,01-04-2025,68,1,0.059999999,Oceania,Puerto Rico,Consumer,Coffee Maker,39.99,37.59060004
75129,Debit,01-01-2025,01-03-2025,68,1,0.01,South Asia,Puerto Rico,Consumer,Coffee Maker,39.99,39.5901
75091,Debit,01-01-2025,01-03-2025,68,1,0.029999999,Southeast Asia,Puerto Rico,Consumer,Coffee Maker,39.99,38.79030004
75939,Transfer,13-01-2025,18-01-2025,73,1,0.050000001,South Asia,Puerto Rico,Consumer,Coffee Maker,39.99,37.99049996
75938,Cash,13-01-2025,17-01-2025,73,1,0.059999999,South Asia,EE. UU.,Consumer,Coffee Maker,39.99,37.59060004
75937,Debit,13-01-2025,16-01-2025,73,1,0.07,Oceania,EE. UU.,Home Office,Coffee Maker,39.99,37.1907
75936,Payment,13-01-2025,15-01-2025,73,1,0.090000004,Oceania,Puerto Rico,Corporate,Coffee Maker,39.99,36.39089984
75935,Transfer,13-01-2025,19-01-2025,73,1,0.100000001,Oceania,EE. UU.,Consumer,Coffee Maker,39.99,35.99099996
75934,Debit,13-01-2025,15-01-2025,73,1,0.119999997,Eastern Asia,Puerto Rico,Home Office,Coffee Maker,39.99,35.19120012
75933,Transfer,13-01-2025,15-01-2025,73,1,0.129999995,Eastern Asia,EE. UU.,Corporate,Coffee Maker,39.99,34.7913002
75932,Cash,13-01-2025,16-01-2025,73,1,0.150000006,Eastern Asia,Puerto Rico,Corporate,Coffee Maker,39.99,33.99149976
75931,Cash,13-01-2025,15-01-2025,73,1,0.159999996,Eastern Asia,EE. UU.,Corporate,Coffee Maker,39.99,33.59160016
75930,Transfer,13-01-2025,19-01-2025,73,1,0.170000002,Eastern Asia,Puerto Rico,Corporate,Coffee Maker,39.99,33.19169992
75929,Transfer,13-01-2025,18-01-2025,73,1,0.180000007,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,32.79179972
75928,Transfer,13-01-2025,17-01-2025,73,1,0.200000003,Southeast Asia,EE. UU.,Corporate,Coffee Maker,39.99,31.99199988
75927,Debit,13-01-2025,15-01-2025,73,1,0.25,South Asia,Puerto Rico,Corporate,Coffee Maker,39.99,29.9925
75926,Transfer,13-01-2025,15-01-2025,73,1,0,South Asia,EE. UU.,Corporate,Coffee Maker,39.99,39.99
75925,Debit,13-01-2025,15-01-2025,73,1,0.01,South Asia,Puerto Rico,Corporate,Coffee Maker,39.99,39.5901
75924,Payment,13-01-2025,18-01-2025,73,1,0.02,Eastern Asia,Puerto Rico,Corporate,Coffee Maker,39.99,39.1902
75923,Cash,13-01-2025,15-01-2025,73,1,0.029999999,South Asia,EE. UU.,Corporate,Coffee Maker,39.99,38.79030004
75922,Debit,13-01-2025,15-01-2025,73,1,0.039999999,South Asia,Puerto Rico,Consumer,Coffee Maker,39.99,38.39040004
75921,Payment,13-01-2025,13-01-2025,73,1,0.050000001,South Asia,EE. UU.,Consumer,Coffee Maker,39.99,37.99049996
75920,Transfer,13-01-2025,13-01-2025,73,1,0.059999999,South Asia,EE. UU.,Corporate,Coffee Maker,39.99,37.59060004
75919,Transfer,13-01-2025,18-01-2025,73,1,0.07,South Asia,Puerto Rico,Corporate,Coffee Maker,39.99,37.1907
75918,Transfer,13-01-2025,17-01-2025,73,1,0.090000004,Oceania,EE. UU.,Corporate,Coffee Maker,39.99,36.39089984
75917,Transfer,13-01-2025,16-01-2025,73,1,0.100000001,Oceania,Puerto Rico,Corporate,Coffee Maker,39.99,35.99099996
75916,Transfer,13-01-2025,15-01-2025,73,1,0.119999997,Oceania,EE. UU.,Corporate,Coffee Maker,39.99,35.19120012
75915,Debit,13-01-2025,19-01-2025,73,1,0.129999995,Oceania,Puerto Rico,Corporate,Coffee Maker,39.99,34.7913002
75914,Transfer,13-01-2025,18-01-2025,73,1,0.150000006,Oceania,EE. UU.,Consumer,Coffee Maker,39.99,33.99149976
75913,Payment,13-01-2025,17-01-2025,73,1,0.159999996,Eastern Asia,Puerto Rico,Corporate,Coffee Maker,39.99,33.59160016
75912,Debit,13-01-2025,16-01-2025,73,1,0.170000002,Eastern Asia,EE. UU.,Corporate,Coffee Maker,39.99,33.19169992
75911,Transfer,13-01-2025,15-01-2025,73,1,0.180000007,Eastern Asia,EE. UU.,Consumer,Coffee Maker,39.99,32.79179972
75910,Debit,13-01-2025,19-01-2025,73,1,0.200000003,Eastern Asia,Puerto Rico,Consumer,Coffee Maker,39.99,31.99199988
75909,Debit,13-01-2025,18-01-2025,73,1,0.25,South Asia,EE. UU.,Consumer,Coffee Maker,39.99,29.9925
75908,Payment,13-01-2025,17-01-2025,73,1,0,South Asia,Puerto Rico,Consumer,Coffee Maker,39.99,39.99
75907,Debit,13-01-2025,15-01-2025,73,1,0.01,Eastern Asia,EE. UU.,Consumer,Coffee Maker,39.99,39.5901
75906,Payment,13-01-2025,15-01-2025,73,1,0.02,Eastern Asia,EE. UU.,Consumer,Coffee Maker,39.99,39.1902
75905,Payment,13-01-2025,15-01-2025,73,1,0.029999999,Southeast Asia,Puerto Rico,Corporate,Coffee Maker,39.99,38.79030004
75904,Cash,13-01-2025,15-01-2025,73,1,0.039999999,South Asia,EE. UU.,Corporate,Coffee Maker,39.99,38.39040004
75971,Payment,13-01-2025,15-01-2025,74,1,0.200000003,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,31.99199988
75970,Debit,13-01-2025,19-01-2025,74,1,0.25,Oceania,Puerto Rico,Consumer,Coffee Maker,39.99,29.9925
75969,Cash,13-01-2025,18-01-2025,74,1,0,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,39.99
75968,Payment,13-01-2025,17-01-2025,74,1,0.01,Southeast Asia,EE. UU.,Home Office,Coffee Maker,39.99,39.5901
75967,Debit,13-01-2025,16-01-2025,74,1,0.02,Southeast Asia,Puerto Rico,Corporate,Coffee Maker,39.99,39.1902
75966,Transfer,13-01-2025,15-01-2025,74,1,0.029999999,Southeast Asia,EE. UU.,Corporate,Coffee Maker,39.99,38.79030004
75965,Debit,13-01-2025,15-01-2025,74,1,0.039999999,Southeast Asia,Puerto Rico,Consumer,Coffee Maker,39.99,38.39040004
75964,Debit,13-01-2025,15-01-2025,74,1,0.050000001,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,37.99049996
75963,Transfer,13-01-2025,14-01-2025,74,1,0.059999999,Eastern Asia,EE. UU.,Consumer,Coffee Maker,39.99,37.59060004
75962,Payment,13-01-2025,16-01-2025,74,1,0.07,Southeast Asia,Puerto Rico,Consumer,Coffee Maker,39.99,37.1907
75961,Payment,13-01-2025,15-01-2025,74,1,0.090000004,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,36.39089984
75960,Debit,13-01-2025,19-01-2025,74,1,0.100000001,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,35.99099996
75959,Cash,13-01-2025,18-01-2025,74,1,0.119999997,Southeast Asia,Puerto Rico,Consumer,Coffee Maker,39.99,35.19120012
75958,Debit,13-01-2025,17-01-2025,74,1,0.129999995,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,34.7913002
75957,Transfer,13-01-2025,16-01-2025,74,1,0.150000006,Oceania,Puerto Rico,Corporate,Coffee Maker,39.99,33.99149976
75956,Transfer,13-01-2025,15-01-2025,74,1,0.159999996,Oceania,Puerto Rico,Corporate,Coffee Maker,39.99,33.59160016
75955,Transfer,13-01-2025,19-01-2025,74,1,0.170000002,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,33.19169992
75954,Debit,13-01-2025,18-01-2025,74,1,0.180000007,Southeast Asia,EE. UU.,Home Office,Coffee Maker,39.99,32.79179972
75953,Payment,13-01-2025,15-01-2025,74,1,0.200000003,Eastern Asia,EE. UU.,Home Office,Coffee Maker,39.99,31.99199988
75952,Transfer,13-01-2025,16-01-2025,74,1,0.25,Southeast Asia,EE. UU.,Corporate,Coffee Maker,39.99,29.9925
75951,Payment,13-01-2025,15-01-2025,74,1,0,Oceania,Puerto Rico,Corporate,Coffee Maker,39.99,39.99
75950,Payment,13-01-2025,15-01-2025,74,1,0.01,Oceania,EE. UU.,Consumer,Coffee Maker,39.99,39.5901
75949,Transfer,13-01-2025,18-01-2025,74,1,0.02,Oceania,Puerto Rico,Consumer,Coffee Maker,39.99,39.1902
75948,Debit,13-01-2025,15-01-2025,74,1,0.029999999,Oceania,EE. UU.,Consumer,Coffee Maker,39.99,38.79030004
75947,Transfer,13-01-2025,15-01-2025,74,1,0.039999999,Oceania,EE. UU.,Consumer,Coffee Maker,39.99,38.39040004
75946,Payment,13-01-2025,15-01-2025,74,1,0.050000001,Oceania,Puerto Rico,Consumer,Coffee Maker,39.99,37.99049996
75945,Cash,13-01-2025,19-01-2025,74,1,0.059999999,Oceania,EE. UU.,Consumer,Coffee Maker,39.99,37.59060004
75944,Payment,13-01-2025,18-01-2025,74,1,0.07,South Asia,Puerto Rico,Home Office,Coffee Maker,39.99,37.1907
75943,Debit,13-01-2025,17-01-2025,74,1,0.090000004,South Asia,Puerto Rico,Home Office,Coffee Maker,39.99,36.39089984
75942,Transfer,13-01-2025,16-01-2025,74,1,0.100000001,South Asia,Puerto Rico,Consumer,Coffee Maker,39.99,35.99099996
75941,Transfer,13-01-2025,15-01-2025,74,1,0.119999997,South Asia,EE. UU.,Consumer,Coffee Maker,39.99,35.19120012
75940,Debit,13-01-2025,19-01-2025,74,1,0.129999995,South Asia,EE. UU.,Consumer,Coffee Maker,39.99,34.7913002
76040,Transfer,14-01-2025,20-01-2025,74,1,0.01,Oceania,EE. UU.,Consumer,Coffee Maker,39.99,39.5901
