Order_Id,Supplier_Name,Supplier_Country,Product_Name,Order_Item_Quantity,Expected_Delivery_Date,Actual_Delivery_Date,Days_Delayed
75125,GermanWorks,Germany,Computer Desk,1,02-01-2025,03-01-2025,1
75102,GermanWorks,Germany,Computer Desk,1,02-01-2025,03-01-2025,1
75109,GermanWorks,Germany,Computer Desk,1,05-01-2025,06-01-2025,1
75082,Nordic Craft,Sweden ,Office Chair,1,02-01-2025,03-01-2025,1
75147,GermanWorks,Germany,Computer Desk,1,03-01-2025,04-01-2025,1
75113,GermanWorks,Germany,Computer Desk,1,05-01-2025,05-01-2025,0
75111,GermanWorks,Germany,Computer Desk,1,05-01-2025,03-01-2025,-2
75115,GermanWorks,Germany,Computer Desk,1,05-01-2025,07-01-2025,2
75108,GermanWorks,Germany,Computer Desk,1,05-01-2025,05-01-2025,0
75114,GermanWorks,Germany,Computer Desk,1,05-01-2025,06-01-2025,1
75126,GermanWorks,Germany,Computer Desk,1,02-01-2025,03-01-2025,1
75137,GermanWorks,Germany,Computer Desk,1,02-01-2025,03-01-2025,1
75105,GermanWorks,Germany,Computer Desk,1,05-01-2025,07-01-2025,2
75127,GermanWorks,Germany,Computer Desk,1,02-01-2025,03-01-2025,1
75103,GermanWorks,Germany,Computer Desk,1,03-01-2025,05-01-2025,2
75101,GermanWorks,Germany,Computer Desk,1,03-01-2025,03-01-2025,0
75128,GermanWorks,Germany,Computer Desk,1,03-01-2025,05-01-2025,2
75142,GermanWorks,Germany,Computer Desk,1,03-01-2025,04-01-2025,1
75129,GermanWorks,Germany,Computer Desk,1,02-01-2025,03-01-2025,1
75091,GermanWorks,Germany,Computer Desk,1,02-01-2025,03-01-2025,1
75939,BrewMaster,Italy,Coffee Maker,1,17-01-2025,18-01-2025,1
75938,BrewMaster,Italy,Coffee Maker,1,17-01-2025,17-01-2025,0
75937,BrewMaster,Italy,Coffee Maker,1,17-01-2025,16-01-2025,-1
75936,BrewMaster,Italy,Coffee Maker,1,17-01-2025,15-01-2025,-2
75935,BrewMaster,Italy,Coffee Maker,1,17-01-2025,19-01-2025,2
75934,BrewMaster,Italy,Coffee Maker,1,14-01-2025,15-01-2025,1
75933,BrewMaster,Italy,Coffee Maker,1,14-01-2025,15-01-2025,1
75932,BrewMaster,Italy,Coffee Maker,1,15-01-2025,16-01-2025,1
75931,BrewMaster,Italy,Coffee Maker,1,14-01-2025,15-01-2025,1
75930,BrewMaster,Italy,Coffee Maker,1,15-01-2025,19-01-2025,4
75929,BrewMaster,Italy,Coffee Maker,1,15-01-2025,18-01-2025,3
75928,BrewMaster,Italy,Coffee Maker,1,15-01-2025,17-01-2025,2
75927,BrewMaster,Italy,Coffee Maker,1,14-01-2025,15-01-2025,1
75926,BrewMaster,Italy,Coffee Maker,1,14-01-2025,15-01-2025,1
75925,BrewMaster,Italy,Coffee Maker,1,14-01-2025,15-01-2025,1
75924,BrewMaster,Italy,Coffee Maker,1,15-01-2025,18-01-2025,3
75923,BrewMaster,Italy,Coffee Maker,1,14-01-2025,15-01-2025,1
75922,BrewMaster,Italy,Coffee Maker,1,14-01-2025,15-01-2025,1
75921,BrewMaster,Italy,Coffee Maker,1,13-01-2025,13-01-2025,0
75920,BrewMaster,Italy,Coffee Maker,1,13-01-2025,13-01-2025,0
75919,BrewMaster,Italy,Coffee Maker,1,17-01-2025,18-01-2025,1
75918,BrewMaster,Italy,Coffee Maker,1,15-01-2025,17-01-2025,2
75917,BrewMaster,Italy,Coffee Maker,1,15-01-2025,16-01-2025,1
75916,BrewMaster,Italy,Coffee Maker,1,15-01-2025,15-01-2025,0
75915,BrewMaster,Italy,Coffee Maker,1,15-01-2025,19-01-2025,4
75914,BrewMaster,Italy,Coffee Maker,1,15-01-2025,18-01-2025,3
75913,BrewMaster,Italy,Coffee Maker,1,17-01-2025,17-01-2025,0
75912,BrewMaster,Italy,Coffee Maker,1,17-01-2025,16-01-2025,-1
75911,BrewMaster,Italy,Coffee Maker,1,17-01-2025,15-01-2025,-2
75910,BrewMaster,Italy,Coffee Maker,1,17-01-2025,19-01-2025,2
75909,BrewMaster,Italy,Coffee Maker,1,17-01-2025,18-01-2025,1
75908,BrewMaster,Italy,Coffee Maker,1,17-01-2025,17-01-2025,0
75907,BrewMaster,Italy,Coffee Maker,1,14-01-2025,15-01-2025,1
75906,BrewMaster,Italy,Coffee Maker,1,14-01-2025,15-01-2025,1
75905,BrewMaster,Italy,Coffee Maker,1,14-01-2025,15-01-2025,1
75904,BrewMaster,Italy,Coffee Maker,1,14-01-2025,15-01-2025,1
75971,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,15-01-2025,-2
75970,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,19-01-2025,2
75969,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,18-01-2025,1
75968,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,17-01-2025,0
75967,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,16-01-2025,-1
75966,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,15-01-2025,-2
75965,ConnectPlus,Taiwan,Smart Plug,1,14-01-2025,15-01-2025,1
75964,ConnectPlus,Taiwan,Smart Plug,1,14-01-2025,15-01-2025,1
75963,ConnectPlus,Taiwan,Smart Plug,1,13-01-2025,14-01-2025,1
75962,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,16-01-2025,-1
75961,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,15-01-2025,-2
75960,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,19-01-2025,2
75959,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,18-01-2025,1
75958,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,17-01-2025,0
75957,ConnectPlus,Taiwan,Smart Plug,1,15-01-2025,16-01-2025,1
75956,ConnectPlus,Taiwan,Smart Plug,1,15-01-2025,15-01-2025,0
75955,ConnectPlus,Taiwan,Smart Plug,1,15-01-2025,19-01-2025,4
75954,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,18-01-2025,1
75953,ConnectPlus,Taiwan,Smart Plug,1,14-01-2025,15-01-2025,1
75952,ConnectPlus,Taiwan,Smart Plug,1,15-01-2025,16-01-2025,1
75951,ConnectPlus,Taiwan,Smart Plug,1,14-01-2025,15-01-2025,1
75950,ConnectPlus,Taiwan,Smart Plug,1,14-01-2025,15-01-2025,1
75949,ConnectPlus,Taiwan,Smart Plug,1,15-01-2025,18-01-2025,3
75948,ConnectPlus,Taiwan,Smart Plug,1,14-01-2025,15-01-2025,1
75947,ConnectPlus,Taiwan,Smart Plug,1,14-01-2025,15-01-2025,1
75946,ConnectPlus,Taiwan,Smart Plug,1,14-01-2025,15-01-2025,1
75945,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,19-01-2025,2
75944,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,18-01-2025,1
75943,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,17-01-2025,0
75942,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,16-01-2025,-1
75941,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,15-01-2025,-2
75940,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,19-01-2025,2
76040,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,20-01-2025,2
76039,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,19-01-2025,1
76038,ConnectPlus,Taiwan,Smart Plug,1,16-01-2025,18-01-2025,2
76037,ConnectPlus,Taiwan,Smart Plug,1,15-01-2025,16-01-2025,1
76036,ConnectPlus,Taiwan,Smart Plug,1,16-01-2025,16-01-2025,0
76035,ConnectPlus,Taiwan,Smart Plug,1,15-01-2025,16-01-2025,1
76034,ConnectPlus,Taiwan,Smart Plug,1,15-01-2025,16-01-2025,1
76033,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,18-01-2025,0
76032,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,17-01-2025,-1
76031,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,16-01-2025,-2
76030,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,20-01-2025,2
76029,ConnectPlus,Taiwan,Smart Plug,1,16-01-2025,19-01-2025,3
76028,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,18-01-2025,0
76027,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,17-01-2025,-1
76026,ConnectPlus,Taiwan,Smart Plug,1,16-01-2025,16-01-2025,0
76025,ConnectPlus,Taiwan,Smart Plug,1,16-01-2025,20-01-2025,4
76024,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,19-01-2025,1
76023,ConnectPlus,Taiwan,Smart Plug,1,16-01-2025,18-01-2025,2
76022,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,17-01-2025,-1
76021,ConnectPlus,Taiwan,Smart Plug,1,16-01-2025,16-01-2025,0
76020,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,20-01-2025,2
76019,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,19-01-2025,1
76018,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,18-01-2025,0
76017,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,17-01-2025,-1
76016,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,16-01-2025,-2
76015,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,20-01-2025,2
76014,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,19-01-2025,1
76013,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,18-01-2025,0
76012,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,17-01-2025,-1
76011,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,16-01-2025,-2
76010,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,20-01-2025,2
76009,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,19-01-2025,1
76008,ConnectPlus,Taiwan,Smart Plug,1,16-01-2025,18-01-2025,2
76007,ConnectPlus,Taiwan,Smart Plug,1,16-01-2025,17-01-2025,1
76006,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,16-01-2025,-2
76005,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,20-01-2025,2
76004,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,19-01-2025,1
76003,ConnectPlus,Taiwan,Smart Plug,1,15-01-2025,16-01-2025,1
76002,ConnectPlus,Taiwan,Smart Plug,1,16-01-2025,17-01-2025,1
76001,ConnectPlus,Taiwan,Smart Plug,1,16-01-2025,16-01-2025,0
76000,ConnectPlus,Taiwan,Smart Plug,1,16-01-2025,20-01-2025,4
75999,ConnectPlus,Taiwan,Smart Plug,1,14-01-2025,14-01-2025,0
75998,ConnectPlus,Taiwan,Smart Plug,1,14-01-2025,14-01-2025,0
75997,ConnectPlus,Taiwan,Smart Plug,1,14-01-2025,14-01-2025,0
75996,ConnectPlus,Taiwan,Smart Plug,1,14-01-2025,14-01-2025,0
75995,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,20-01-2025,2
75994,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,19-01-2025,1
75993,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,18-01-2025,0
75992,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,17-01-2025,-1
75991,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,16-01-2025,-2
75990,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,20-01-2025,2
75989,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,19-01-2025,1
75988,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,18-01-2025,0
75987,ConnectPlus,Taiwan,Smart Plug,1,16-01-2025,17-01-2025,1
75986,ConnectPlus,Taiwan,Smart Plug,1,16-01-2025,16-01-2025,0
75985,ConnectPlus,Taiwan,Smart Plug,1,15-01-2025,16-01-2025,1
75984,ConnectPlus,Taiwan,Smart Plug,1,15-01-2025,16-01-2025,1
75983,ConnectPlus,Taiwan,Smart Plug,1,15-01-2025,16-01-2025,1
75982,ConnectPlus,Taiwan,Smart Plug,1,16-01-2025,17-01-2025,1
75981,ConnectPlus,Taiwan,Smart Plug,1,15-01-2025,16-01-2025,1
75980,ConnectPlus,Taiwan,Smart Plug,1,15-01-2025,16-01-2025,1
75979,ConnectPlus,Taiwan,Smart Plug,1,15-01-2025,16-01-2025,1
75978,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,18-01-2025,0
75977,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,17-01-2025,-1
75976,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,16-01-2025,-2
75975,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,20-01-2025,2
75974,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,19-01-2025,1
75973,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,18-01-2025,0
75972,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,17-01-2025,-1
76108,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,19-01-2025,0
76107,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,18-01-2025,-1
76106,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,17-01-2025,-2
76105,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,21-01-2025,4
76104,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,20-01-2025,3
76103,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,19-01-2025,2
76102,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,18-01-2025,-1
76101,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,17-01-2025,-2
76100,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,21-01-2025,2
76099,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,20-01-2025,1
76098,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,19-01-2025,0
76097,ConnectPlus,Taiwan,Smart Plug,1,16-01-2025,17-01-2025,1
76096,ConnectPlus,Taiwan,Smart Plug,1,16-01-2025,17-01-2025,1
76095,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,21-01-2025,4
76094,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,20-01-2025,3
76093,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,19-01-2025,2
76092,ConnectPlus,Taiwan,Smart Plug,1,16-01-2025,17-01-2025,1
76091,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,17-01-2025,-2
76090,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,21-01-2025,2
76089,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,20-01-2025,1
76088,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,19-01-2025,0
76087,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,18-01-2025,-1
76086,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,17-01-2025,-2
76085,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,21-01-2025,2
76084,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,20-01-2025,1
76083,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,19-01-2025,2
76082,ConnectPlus,Taiwan,Smart Plug,1,16-01-2025,17-01-2025,1
76081,ConnectPlus,Taiwan,Smart Plug,1,16-01-2025,17-01-2025,1
76080,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,21-01-2025,4
76079,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,20-01-2025,3
76078,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,19-01-2025,2
76077,ConnectPlus,Taiwan,Smart Plug,1,15-01-2025,16-01-2025,1
76076,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,17-01-2025,-2
76075,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,21-01-2025,2
76074,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,20-01-2025,1
76073,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,19-01-2025,0
76072,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,18-01-2025,-1
76071,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,17-01-2025,-2
76070,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,21-01-2025,2
76069,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,20-01-2025,1
76068,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,19-01-2025,0
76067,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,18-01-2025,-1
76066,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,17-01-2025,-2
76065,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,21-01-2025,2
76064,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,20-01-2025,1
76063,ConnectPlus,Taiwan,Smart Plug,1,16-01-2025,17-01-2025,1
76062,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,18-01-2025,-1
76061,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,17-01-2025,-2
76060,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,21-01-2025,2
76059,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,20-01-2025,1
76058,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,19-01-2025,0
76057,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,18-01-2025,-1
76056,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,17-01-2025,-2
76055,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,21-01-2025,2
76054,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,20-01-2025,1
76053,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,19-01-2025,2
76052,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,18-01-2025,1
76051,ConnectPlus,Taiwan,Smart Plug,1,16-01-2025,17-01-2025,1
76050,ConnectPlus,Taiwan,Smart Plug,1,16-01-2025,17-01-2025,1
76049,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,20-01-2025,1
76048,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,19-01-2025,0
76047,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,18-01-2025,-1
76046,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,17-01-2025,-2
76045,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,21-01-2025,2
